ID_REF,GSM3586432,GSM3586433,GSM3586434,GSM3586435
TGM1,3.260410075,3.547079117,3.162698263,3.709346
RABGGTA,3.531254092,3.807152439,3.479658739,3.712868766
DHRS1,5.038765584,6.489321568,4.607590476,5.858378487
CIDEB,3.188537875,3.363937302,3.605319425,3.55006818
ADCY4,5.861018725,5.634749125,5.256852489,5.308948133
RIPK3,3.746114416,4.440666422,3.578882453,4.428657294
CBLN3,2.710547694,2.845266393,3.314619113,2.776539321
SDR39U1,4.467731567,4.383584505,5.022826088,4.399007687
CMA1,2.356508826,2.583805834,2.406009336,2.089062352
UBE2J2,5.359669093,6.015502672,5.028644282,6.259063542
MCPT9,1.589431169,1.548321862,1.738072037,1.491578564
MCPT4,2.793865966,3.712458654,3.175312166,2.366615483
MCPT8,1.859085678,1.891587841,2.245153095,1.859528593
CTSG,2.058785367,1.631978493,2.014879711,1.53222255
GZME,2.838540431,1.833273264,2.510188903,2.408648225
GZMD,1.738958876,1.290300878,1.738783588,1.04027088
GZMG,1.804903852,1.700384768,2.152960084,1.91684352
GZMN,1.696208177,1.323410055,1.514634831,1.504275392
GZMF,2.635290085,2.210495524,2.991728479,2.172474929
GZMC,2.595502192,2.152922334,2.638460722,2.132191389
GZMB,2.652313376,3.142444602,2.974044467,2.415626217
CENPJ,3.58551277,3.524474569,4.166963388,3.69770786
ZMYM5,6.276558768,5.871960465,6.654666466,6.05297584
GJA3,2.241141315,2.77692067,2.626855156,2.827418529
GJB6,2.353911736,2.057376147,2.549788446,1.931798973
CRYL1,3.355113886,4.065266924,2.911319948,3.512960865
AU040096,2.006427734,1.79011508,1.777577535,1.494710281
N6AMT2,5.714240669,5.332314927,5.25467167,5.521865774
XPO4,4.786308896,4.860566148,4.532666989,5.191294983
LATS2,4.668221781,4.536173621,3.858703141,4.431846468
F630043A04RIK,2.604005602,4.418552084,3.321568764,3.798785785
EFHA1,4.192890806,3.997880375,3.609277258,4.418020873
GM9022,2.691146763,2.236239808,2.457628432,2.35310109
1700129C05RIK,1.749131242,1.481132549,1.803964778,1.507806181
GM5142,2.089836926,1.99651092,1.804729988,1.773807509
PHF11,5.030861796,4.708036281,4.951270953,4.637126626
D14ERTD668E,5.361677308,5.169906081,4.970376822,5.038111718
GM6907,2.268747536,2.277182335,1.996055855,2.033281963
SETDB2,4.389177377,4.365927606,4.476759559,4.182285456
CDADC1,5.379522794,4.434934131,5.015939977,4.370784954
ATP8A2,2.340833364,1.931229721,2.198870425,2.125083627
NUPL1,6.188453164,6.355265284,6.046072449,6.533167574
TNFRSF19,2.55936657,2.161603677,2.594312991,2.257110577
SGCG,2.39525781,2.303821563,2.227419547,2.073054058
EBPL,3.705833529,4.961998942,3.503053238,4.173072007
KPNA3,5.475965287,5.633329904,5.250855131,5.929876773
6330409N04RIK,5.094684679,5.040491835,4.648189834,4.787861784
MIR16-1,2.136033025,1.886043027,2.188599521,3.024312046
MIR15A,3.693798204,3.972978609,3.888455968,5.09770806
DLEU2,1.372613777,2.534950212,3.435082363,2.902080043
DLEU7,2.582872885,2.369876551,2.477020373,2.833198777
GUCY1B2,2.505768767,2.361052115,2.332545446,2.10767548
INTS6,4.801838574,4.903763368,5.213984423,4.743625874
DEFB48,2.013284926,1.908811301,1.87592202,2.120867415
DEFB30,2.813847863,2.937444942,2.8724122,2.459077294
NEIL2,2.489124216,2.096768573,2.246167586,2.140270659
GATA4,2.738686522,2.470973858,2.348791724,2.745428407
BLK,3.13114148,2.463106161,3.24673636,2.687545926
TDH,1.519706945,2.020569095,2.6535647,1.714536964
MTMR9,5.92586236,5.527031459,5.019336366,4.576953298
4930578I06RIK,2.879477951,2.32376883,2.973294792,2.366880718
4933401F05RIK,1.850198802,1.903285293,2.094217506,1.933986927
MSRA,2.601951369,2.482287411,2.885584216,2.931136021
HMBOX1,4.666410227,4.588655565,4.100433586,4.453256745
EXTL3,4.673045947,4.758542323,4.309591469,4.889684172
FZD3,3.378922107,2.722993868,3.240266595,2.531042188
PNOC,3.070480868,3.227295376,2.796082598,2.963469574
ELP3,3.041425573,4.032029525,3.435106268,4.018234404
ESCO2,2.643364181,2.537272362,2.596560802,2.595121879
1110020C17RIK,1.996123605,1.81605962,1.848410769,1.703514204
SCARA3,5.1263537,5.300387306,4.807276519,4.410555694
GULO,1.999880093,2.154472724,2.123175542,2.021998852
ADAM2,1.450952586,1.431327288,1.660572257,1.303100744
EPHX2,5.5175935,5.217765443,7.051899866,4.798544754
PTK2B,5.288851351,4.607026372,4.621015246,6.122850648
DPYSL2,5.514974177,5.643429942,4.980412036,4.839862806
PPP2R2A,5.574153328,5.746383439,5.877758109,5.755427656
GM6878,2.985716225,2.819746875,3.39543356,2.993922969
CDCA2,2.871686541,3.870343234,3.358774224,3.505040697
DOCK5,4.260134381,4.660379209,3.692377009,5.756457333
NEFM,5.759984962,3.677130916,5.143752358,2.748340495
ADAM7,1.326755261,1.447494204,1.508678467,1.386655029
ADAMDEC1,2.464546214,1.883218681,2.11811571,1.739947216
ADAM28,2.021346737,2.019279105,2.233273213,1.738362178
SLC25A37,4.593612538,4.511395412,4.636159748,6.13960983
D930020E02RIK,2.969879725,2.645671551,3.071805496,2.836519746
GM10002,2.505068043,2.771209644,2.882973461,3.752518517
R3HCC1,3.418909593,4.247777073,3.041444311,4.317756003
CHMP7,3.673615405,3.350849423,3.591992965,3.791591817
RHOBTB2,2.293030448,2.176798741,2.344770298,2.806008309
2610301G19RIK,4.548095285,4.546254076,3.569385927,4.477240772
9930012K11RIK,1.882592724,1.825286741,1.879783987,1.993667821
PDLIM2,3.69228286,3.966355249,4.071069112,4.113524063
SORBS3,5.545616467,5.724907106,4.918050138,4.405667992
SLC39A14,3.630207805,4.848764758,3.234522454,5.523048908
PIWIL2,1.929664753,1.721665997,2.109303968,2.587016145
POLR3D,3.747315764,3.917383304,3.095115628,4.110652762
BMP1,4.372532483,6.065978993,3.789904621,5.422446995
SFTPC,2.824494378,2.415162926,2.843866713,2.735309694
13829,4.851243323,3.773733458,3.864238572,3.578785522
FGF17,2.166927589,2.148548265,2.27104945,2.124330227
NPM2,2.175881432,1.946198098,2.083241543,1.913325731
XPO7,5.409889959,5.070279493,4.84502892,5.069946035
F630201L12RIK,2.721533975,2.681899197,3.186179609,2.72701318
FNDC3A,6.30564079,6.021110568,6.343737927,6.71632721
GM9198,1.727642135,1.594344556,1.911875366,2.059491153
CYSLTR2,1.5714313,1.289224719,1.529506919,2.874289032
RB1,5.892595171,5.714980146,6.338790819,5.830789019
MIR687,1.164791832,1.181037899,1.505554216,1.454520039
ITM2B,9.045344625,8.772222555,9.09212635,8.592304724
NUDT15,2.611706695,2.88082875,4.015264087,2.65869651
GM9779,2.763887442,2.621743626,2.712524035,2.596168414
LRRC63,1.916387604,1.668292078,1.970059919,1.835246855
SPERT,2.129756812,2.213468646,2.251596106,2.016761637
SLC25A30,4.504666285,4.792815114,4.14915349,4.695273679
GTF2F2,4.714514127,4.921003854,4.425444342,5.202736531
1200011I18RIK,4.823919612,4.562094026,4.046172591,4.815559046
SERP2,3.535316692,3.368585548,3.287099495,3.162101128
9030625A04RIK,2.940324967,5.328398835,4.422512246,3.892718591
GM1587,2.425578383,2.349728449,2.281857241,2.37279217
DNAJC15,6.640494119,6.88227516,8.045657475,6.870450096
AU021034,2.270492119,2.075467074,2.312048264,1.901944457
TNFSF11,3.542463238,3.223361098,3.441149078,3.422471663
AKAP11,4.740336498,4.384361902,4.733793336,4.261747802
DGKH,3.99543288,4.151592898,3.28253344,4.538295563
AU017455,2.763855323,2.878407944,2.624434245,2.664737739
1190002H23RIK,4.294958798,5.520091023,6.088463803,5.585376867
NAA16,4.306592752,4.15916273,4.603672873,4.559949985
WBP4,5.323214989,5.380650998,5.57518553,5.236112545
LECT1,1.862733862,1.722016031,2.098928299,1.810733216
GM10845,2.949396158,2.703905747,3.156707552,2.93525385
DIAP3,3.726980955,4.626477978,3.140089797,4.269484345
PCDH20,2.316748459,2.183395421,2.859455698,1.986077714
PCDH9,3.715431866,2.780309686,3.317643636,2.847828917
KLHL1,2.265372414,2.346616903,2.73621293,2.137108873
DACH1,2.707306576,2.56061217,2.695778053,2.756538161
RPL36A,9.200435835,8.666883923,9.215438223,8.751299144
2410129H14RIK,3.563211912,3.940476751,2.869739227,3.934995441
DIS3,3.275923553,4.108424699,4.189347516,4.468655401
KLF12,3.055034522,2.918639228,3.271860699,2.793204903
GM10843,2.785409008,2.466729369,2.602944436,2.165478359
1700110M21RIK,2.397973379,2.254764853,2.338133658,2.228793848
TBC1D4,3.660947449,3.943827656,3.643309302,3.565170889
COMMD6,5.281927999,4.944710551,6.030080388,5.183643884
GM9922,2.364632332,2.335290782,2.421880549,2.17071295
KCTD12,4.845969158,5.336877144,4.390972743,4.805856523
FBXL3,5.361092344,5.723090627,6.079007742,5.941843866
MYCBP2,6.022712809,5.842849458,5.827439389,5.976737516
EDNRB,4.525876289,6.09222187,4.888355785,5.488658861
D130079A08RIK,2.247672424,2.021388685,2.126874343,1.910363799
POU4F1,1.578717356,1.61707626,1.675189654,1.62644989
RNF219,5.619696706,5.360855807,4.920087051,5.662792019
RBM26,6.033681815,6.091876161,6.980881957,6.054529239
SPRY2,4.167791713,4.708224927,4.364141212,4.830382883
RPL27A-PS2,4.039126044,4.197430651,4.053889659,3.652938304
SLITRK1,3.127702823,2.50578543,2.363167572,2.324902615
SLITRK6,1.870603164,2.19537437,1.685474308,2.053516674
DCT,1.894063649,2.05974299,2.254913914,1.885503828
TGDS,4.549712998,4.42808921,4.046623032,4.824129498
SOX21,2.349066702,2.303217308,2.581735562,2.155624829
ABCC4,4.244746608,3.269640477,3.923907572,3.798100613
UGGT2,2.721037227,3.372821646,3.106584328,3.110786488
OXGR1,1.764083949,1.582505207,1.813529587,1.596889899
STK24,5.299497785,5.25205927,4.636348016,5.758374872
SLC15A1,1.449035061,1.674645526,1.888229895,1.422006489
DOCK9,6.157593893,5.053763483,5.774062308,4.682726763
GPR18,4.005610932,4.127111841,6.029160885,4.072590845
GPR183,3.279148422,4.570864172,4.531448051,3.944347622
GM5089,2.297473465,2.115585551,2.261613108,2.139125916
A2LD1,3.29777997,3.128864745,3.446221591,2.916530467
NALCN,2.919155666,2.286595268,2.686416085,2.088144205
FGF14,3.294820167,3.11584208,3.393389282,2.632359027
SEPP1,9.130120112,9.228831018,9.148840402,8.270314627
FBXO4,2.327143978,2.289391001,2.338190715,2.476917189
OXCT1,6.596907026,6.373650213,6.239090942,5.605051652
PLCXD3,4.325822365,2.80415012,3.284564713,2.655748551
C6,2.960902732,3.47013815,2.835401082,2.689960419
GM16374,8.409803159,9.042325759,8.788615414,9.074010928
HEATR7B2,2.291418064,1.945208799,2.440972294,2.229469883
RPL37,10.03028124,10.04236308,10.12705524,10.09366217
PRKAA1,5.750311271,5.883714646,5.953450278,6.461160861
TTC33,5.494040614,5.209354151,5.625243227,5.029956437
DAB2,7.174578771,8.585530519,6.847756615,8.15049262
C9,1.719928901,1.800289149,1.817837492,1.700592576
FYB,6.403669569,7.264961392,6.237634343,7.754883307
RICTOR,3.98696357,3.906484088,4.572061034,4.202981573
LIFR,6.510163995,6.050993949,6.111626672,3.720196531
GDNF,2.80198977,3.125572041,2.803104891,3.167465053
NUP155,4.656174824,4.778911574,4.339882486,5.314392564
2410089E03RIK,3.925134833,4.33259722,4.023501971,4.101948488
RANBP3L,1.717910492,1.714031765,1.732158256,1.800810362
1110020G09RIK,3.83375599,3.164110835,2.949953589,4.007196982
LMBRD2,4.403642098,4.466721905,4.573188213,4.567269373
UGT3A1,2.071359709,1.855813835,2.064026383,2.02923017
UGT3A2,2.130058603,1.964273748,2.132732137,2.165282801
CAPSL,1.563041774,1.682998641,2.190896708,1.82326215
PRLR,2.552990221,2.195747386,3.684446406,2.256577325
AGXT2,2.299418973,1.610149588,2.323392589,1.547270453
RAD1,2.838341194,2.132681759,2.488229488,1.737085302
GM10389,2.600439449,2.721202865,2.838691418,2.879163522
C1QTNF3,4.24067809,3.650639788,3.017676713,2.686838832
AMACR,2.452517972,2.315288269,2.575866171,2.030326628
SLC45A2,2.085123087,2.099986164,2.448969564,2.000575588
ADAMTS12,4.64385025,5.695084975,3.79710508,4.826523135
ZFR,7.060305559,6.674351044,6.729403978,6.887416436
MTMR12,4.402860584,4.038417615,4.170657086,4.752667663
GOLPH3,5.818240647,5.817203142,5.67011114,6.056375945
RNASEN,4.880884085,4.622142778,4.110328263,4.450545209
CDH9,1.43531841,1.412562836,2.12859749,1.39068619
CDH10,1.842700144,1.703842316,1.717729249,1.586881336
CDH12,2.413970402,1.775116828,1.872568453,1.721992856
CDH18,6.312995072,6.090852216,6.593655641,6.142615242
GM6533,1.751839484,2.298223124,1.670323973,2.023728812
GM5468,2.825104306,2.430452581,3.047361365,2.638034813
MYO10,5.055715276,5.769633,4.437759326,5.36743945
FAM134B,3.550001393,3.423342046,4.063480002,5.334940554
ZFP622,5.314519383,5.127519017,5.213843534,5.326264246
MARCH11,2.576565339,2.172170111,2.548927047,2.052670934
ANK,4.546857119,4.494029737,4.531402217,5.038330721
TIAF2,2.829477252,2.713203602,2.702237577,2.846400107
GM9891,3.6272894,3.310119935,2.647690529,2.963988923
DNAHC5,2.011468705,1.826319027,2.090913485,1.802114487
CTNND2,3.617617225,3.244849412,3.232085266,3.007903752
DAP,7.813045374,8.63567088,7.257683705,8.496627181
GM6624,2.932189835,3.017014501,2.817514593,2.986985746
CMBL,3.693127502,3.367373295,4.759956691,3.499633382
FAM173B,2.059445876,2.531327344,2.975863567,2.521999794
TAS2R119,1.836728096,1.711974277,1.992758305,1.745442617
SEMA5A,4.731413118,4.567577518,3.963377656,3.738900996
SDC2,5.842450785,5.8337884,5.396924472,4.79605107
PGCP,6.129169598,4.821379103,5.794958998,4.480901434
5730407I07RIK,3.38424317,2.986394683,3.802539467,2.31860277
GM9643,1.59432396,1.210540141,1.72394392,1.770682236
MTDH,7.155468474,6.870638155,7.530433651,7.08414958
LAPTM4B,5.181963086,4.737056948,4.307493017,4.378248753
MATN2,7.050694831,6.425529641,7.064948913,5.208937013
BC030476,2.096897826,1.813016431,2.385244154,2.051705277
POP1,2.552483728,3.002350884,2.314010162,3.528245811
KCNS2,2.105288373,1.705274915,1.849856034,1.792541532
OSR2,2.529291204,2.089957303,2.452373218,1.831028706
VPS13B,5.776413962,5.569420715,5.537118418,5.604683285
POLR2K,3.577790426,2.821764267,3.265871329,3.458874791
SPAG1,2.305325816,2.142327956,2.387296071,2.456599421
GM10385,2.024211858,1.899394593,1.89900484,2.237363277
GRHL2,1.888316018,1.896470871,2.028322524,1.681278194
4930447A16RIK,2.845902027,2.702614814,3.503995757,2.382029892
ODF1,2.358445727,2.168898352,2.579482586,2.170151007
GM5213,2.586433202,2.666396697,2.184830262,2.534657703
ATP6V1C1,5.784391062,6.059166187,6.084549563,6.661368697
BAALC,3.160022125,2.90758313,2.609171703,2.653686127
FZD6,4.722356157,4.061785179,3.775001965,3.314930068
GM7194,1.566361006,1.450767012,1.798652,1.570103037
CTHRC1,5.681561669,7.496886426,3.379275784,5.550680588
DCAF13,5.926960893,5.733763677,5.848675017,5.943452845
RIMS2,2.039780012,1.957061739,1.836818416,1.750553574
TM7SF4,2.406663299,2.347683514,2.549370905,2.651454461
ZFPM2,3.217643994,4.262117925,3.680562491,3.627393406
4930555K19RIK,2.266926698,1.947958323,2.110734668,1.973833168
OXR1,3.761420147,3.713644264,4.520751203,3.946349266
TTC35,7.466404072,7.025663409,7.374224487,7.013636598
TRHR,1.631531466,1.540129692,2.020824193,1.663187122
ENY2,6.848492998,6.921710236,7.384661278,6.997230689
PKHD1L1,6.243910627,3.281895838,5.095072731,3.294047586
EBAG9,5.250073454,5.125343887,5.622504346,5.146590776
A930017M01RIK,2.313223081,1.787844427,2.165125695,1.815721396
4930548G14RIK,1.340667174,1.223890304,1.651441458,1.193250062
UTP23,3.376703898,2.81065505,2.758089668,3.077863052
AARD,1.593192137,1.724181648,1.644973084,1.702073636
SLC30A8,1.75752515,1.664285327,1.545326798,1.799086352
MED30,5.684915596,5.252459706,6.373745203,4.932270752
GM7489,2.415104298,2.134199109,1.790916545,2.032693961
COLEC10,1.661378674,1.634973107,2.28214908,1.737280793
MAL2,3.642659246,1.984281362,2.905764746,2.019217448
NOV,5.419655393,5.479876674,4.220677136,2.587002837
DEPDC6,4.256953101,3.643796521,4.337371238,3.695121205
COL14A1,6.278147354,6.625775501,5.831604229,4.330047387
MTBP,3.085357408,3.421020794,3.570854134,3.841576218
GM10370,1.860369651,1.900433826,2.980035685,1.833715501
ZHX2,4.832970364,4.892742078,4.359662154,5.092983945
WDR67,3.727655784,4.439842883,3.517280612,4.134509937
FAM83A,2.836423398,2.866180522,2.957543606,2.521715527
WDYHV1,4.369829744,4.103207047,3.884336151,4.839820983
D15ERTD621E,4.726342044,4.473823699,4.360661021,4.700854704
FER1L6,2.774294786,1.991187912,2.641853337,1.932429425
TRMT12,3.384077921,3.434394736,4.09203129,4.01793719
RNF139,5.265713368,4.590151431,5.299182405,4.780733274
NDUFB9,7.34791156,7.712783769,8.450703113,7.733874784
GM5045,1.829692489,2.316642998,2.477587306,2.420062975
GM7691,2.106644893,2.648225983,2.371830527,3.448088242
SQLE,3.786781568,4.77168607,4.671762628,4.199277766
NSMCE2,5.876026064,5.693148793,5.713279149,5.401669602
TRIB1,3.59902644,4.583169819,3.861241791,5.639761542
SFRS3,5.781585344,6.971984371,5.972287983,7.357413188
9930014A18RIK,2.601143893,2.002469142,2.293497385,2.106013126
MYC,5.957071129,7.42293847,7.131565748,7.679094107
PVT1,2.140487398,2.663700847,2.760716938,2.746183016
TSG101,6.19618182,6.195625002,6.056994881,6.295970681
GSDMCL1,2.974064749,2.802354682,2.776698714,2.824544968
GSDMCL-PS,2.595893931,2.535016018,2.610369023,2.904941523
EFR3A,5.026814734,4.942332197,4.843269229,4.651423304
PHF20L1,6.426861925,6.000574618,6.023711509,6.433204909
TG,2.147945373,2.034582587,2.192294724,2.209347637
WISP1,3.671881062,4.968197519,2.818038754,4.800528885
GM7125,2.020124168,2.271592204,1.929126827,2.116235442
KHDRBS3,5.38675426,4.984385501,4.421706335,4.483346367
CHRAC1,4.685742443,4.897000389,4.44293413,4.953946497
DENND3,4.063639473,3.622893725,3.889660074,4.860359832
PTP4A3,5.665805958,5.624135794,5.094023041,5.033547822
BAI1,2.299164694,1.94757075,2.298609473,1.840942301
JRK,2.380408836,2.314339281,2.533655777,2.321966732
PSCA,2.058851573,1.645145527,1.720869169,1.913438807
4930572J05RIK,2.164094114,1.917866251,2.953278579,2.066344095
HEMT1,2.108814717,1.457615406,1.930462159,1.71069158
GML,4.504179117,3.838706664,4.27457119,3.813221209
LY6E,8.122047295,8.646036695,7.926905482,8.25908679
LY6G,2.221792476,2.118591072,2.666938712,4.909285774
BC025446,2.461582027,1.89419491,1.747619318,2.001693107
LY6F,2.368442244,2.324164787,2.460206848,2.194867437
GPIHBP1,6.230809086,6.693383806,6.934405262,5.779097229
ZFP41,2.397846701,2.876571933,2.796784699,2.467799488
2810039B14RIK,3.518589468,3.507238644,3.525621757,3.492184825
RHPN1,2.606665649,2.470551093,2.682963751,2.824257522
GSDMD,3.673532625,5.061228205,3.321135861,5.155031684
TIGD5,3.197406341,3.051986708,3.526729964,3.328746934
ZFP623,4.263590273,4.228880345,3.562692924,4.046885538
ZFP707,2.8081046,1.996654283,2.654438506,2.094449282
MAPK15,2.446285235,2.347667889,2.462231608,2.187421458
K230010J24RIK,3.646200954,2.95499303,2.766252978,3.143334369
GRINA,7.212051705,7.82552805,7.509003446,9.504983301
SPATC1,1.772801601,1.873450497,2.43716637,3.426241733
OPLAH,3.400590986,2.938690925,3.141024592,5.521972962
EXOSC4,3.328783346,3.955349379,3.147535277,3.659075117
GPAA1,3.99404842,4.445410733,3.680129779,4.475173916
CYC1,6.417805647,6.62708758,6.642102608,6.55462755
MAF1,4.671983994,5.403898872,4.53350863,5.471658706
GM6661,2.339118132,2.078316242,1.867716627,1.751780798
BRP16,2.118803716,2.676942598,2.444490514,2.723979943
HEATR7A,2.985788727,3.474480261,3.160632707,3.595221225
SCX,3.890571855,3.66622313,3.082902325,2.667656732
HSF1,5.219931934,5.649201502,4.918210396,5.64404067
GPR172B,3.08690835,3.216920205,3.144734097,3.157828843
ADCK5,2.921269304,3.248925352,3.405240682,3.252067831
KIFC2,2.693051854,2.715339104,2.550009364,2.546755074
PPP1R16A,3.205418461,3.8922886,3.050011055,3.122425969
GPT,2.131705863,2.528129383,2.72527156,2.054972893
MFSD3,4.167941273,4.170411502,4.628866868,3.920404133
LRRC14,2.171650131,2.585340461,2.362340063,2.123117201
ZFP7,3.913655345,3.049057396,3.847387724,3.211510535
COMMD5,4.306895543,4.79920737,3.869047424,4.670992103
RPL8,7.763987942,8.842905718,7.926289867,9.07140713
1110038F14RIK,3.587954914,3.937992453,3.883679927,3.911065116
APOL6,4.298054748,3.413765854,3.662824404,3.326955243
APOL10A,2.340109963,1.75379431,2.085222409,2.368317859
APOL7E,2.220948787,2.105081809,2.485352799,1.978322247
APOL9B,3.179714687,2.745928294,3.304700139,2.970226137
NCF4,2.840934129,4.497690789,3.5235471,6.120769108
CSF2RB,5.155250898,6.154050189,4.426493433,7.062922772
MPST,2.933302145,2.887682096,2.687252777,2.763221438
KCTD17,3.400416656,4.11734493,3.112377956,3.832321069
CYTH4,3.992534887,5.942973851,4.37861751,6.299814466
ELFN2,2.837610433,2.823025296,2.790437938,2.901804611
TMED2,6.79831607,6.931681718,6.046090231,6.724262881
CDC42EP1,3.205262069,3.470490545,2.348555552,2.609414943
GGA1,3.953910902,4.567157397,3.734100717,4.61862537
SH3BP1,4.082493315,4.960040144,4.084668894,4.48894365
PDXP,2.582983642,2.67718418,2.389849396,2.524457219
LGALS1,8.389784316,9.179202073,7.765273242,8.989749066
NOL12,5.340029833,5.717428811,4.994280179,5.672633611
TRIOBP,3.609947132,3.529441742,2.834269097,3.568798202
H1F0,7.289885765,7.372568019,6.78018629,6.421481093
GCAT,3.313086075,2.881426011,3.220639493,2.860090495
GALR3,2.811536724,3.080243985,2.959366589,2.826020583
EIF3L,7.116472156,7.620135898,6.885863035,7.434165458
MICALL1,3.562367251,3.906533883,3.519952943,4.294377553
POLR2F,3.637615442,4.739513717,3.699815633,5.544541086
GM10864,2.523634665,2.454783053,2.486701971,2.782927587
GM10863,2.785218564,2.834906487,2.855462143,2.266302254
PICK1,3.474513085,3.834331589,3.26367848,3.249529531
MAFF,4.419904225,3.895216269,3.592120083,4.611870772
KDELR3,3.964544306,5.887589146,3.713689359,4.950191629
CBY1,3.668896319,4.230937655,3.453478568,3.768790191
TOMM22,5.565617997,6.407708264,6.425403597,5.755954649
GTPBP1,4.418112023,4.780027173,4.198182853,4.258820744
GM10856,2.134302434,1.821302191,2.002169382,1.636177063
APOBEC3,5.801095644,6.275667846,6.170435017,5.924096438
SYNGR1,3.45348096,3.567554169,3.208972807,2.947409509
TAB1,2.259830957,2.618081498,2.039988977,2.917782318
MGAT3,2.946680791,2.603461201,2.760716938,2.39824394
SMCR7L,3.343347915,3.707547967,3.214593039,3.75698386
ATF4,6.018091093,6.244865123,6.082778931,6.664048906
CACNA1I,2.164411934,1.930969336,2.243963756,2.009559965
GRAP2,3.374737208,3.024200259,4.361833207,4.392550793
FAM83F,2.102435422,1.922725395,2.073397106,2.03023633
TNRC6B,5.418504365,5.368625662,5.164396542,5.3337929
ADSL,3.803313296,4.475030766,3.725623862,4.378419511
SGSM3,3.319371308,3.295278535,3.272696826,3.059998101
4930483J18RIK,1.5648775,1.408803696,2.333478014,1.63936147
MCHR1,2.666432913,2.673270325,2.470710231,2.515219281
XPNPEP3,3.583936635,3.912821969,4.063938206,3.994176715
RBX1,7.167934914,6.742598356,6.6697252,6.655575265
EP300,6.361139669,6.604009117,6.244696279,6.788092057
L3MBTL2,2.638108834,2.972317583,2.815499622,2.796854403
ZC3H7B,4.628759694,4.17420211,4.123799354,4.018474452
TEF,5.149372353,4.535917406,4.709114712,3.686801335
ACO2,5.537908456,5.966445674,6.993890978,6.003616934
CSDC2,3.492556364,2.916819194,2.955207115,1.991096993
GM5805,4.929200963,5.319417047,4.663169589,5.432504586
1700029P11RIK,2.244818586,1.961951484,2.250961862,2.331942663
XRCC6,3.758487075,3.332355095,4.111673402,3.349192281
4930407I10RIK,1.969577345,1.778730869,2.447187672,1.778973874
MEI1,2.220625277,2.309461596,2.212978275,2.07380154
CCDC134,3.3521342,4.275402177,3.631104927,4.112960479
SREBF2,4.475108982,5.069374266,4.096157163,5.062067101
MIR33,1.483580248,1.460968825,1.679884393,1.279193678
1500009C09RIK,3.452380811,2.981181184,2.468570852,2.665412437
SEPT3,2.48928261,2.313431158,2.821853689,2.00161319
WBP2NL,1.792260788,1.65133356,2.008883164,1.73668446
FAM109B,2.591931621,2.598489913,2.592640824,2.402640244
1500032L24RIK,7.513832524,8.049856502,7.578813675,8.020363263
CYP2D9,2.581076531,2.355380786,2.657659611,2.388034613
CYP2D12,1.399041376,1.378137529,1.642972121,1.419444572
SERHL,3.634082026,4.517169608,4.172295952,4.137630776
RNU12,2.619734332,2.702280693,2.425186753,3.143745577
BIK,3.671334615,2.978296974,2.985716199,2.944780267
TSPO,5.228244471,5.748736064,5.533438065,6.709712766
MPPED1,2.73743904,2.216145285,2.930007099,2.679804816
PNPLA3,4.016422899,3.703718322,4.316567433,3.300587928
SAMM50,2.311847065,3.56919283,3.201533665,3.904242007
PARVB,6.141918662,5.391051989,4.419440621,8.153226344
PARVG,3.47557419,4.282758909,4.172819062,5.425048224
PRR5,3.997705822,4.195256314,3.584198601,4.144631479
ARHGAP8,2.654910964,2.109935682,2.12421737,2.288209149
NUP50,4.939456743,4.815897755,4.339308972,5.025948084
UPK3A,2.240174045,2.103569345,2.422560012,2.293081575
FAM118A,3.296179609,2.721419282,2.962863807,2.729531359
RIBC2,1.984605363,2.260593146,2.254953331,2.307292487
FBLN1,6.247462274,5.440437275,5.611558449,4.251260093
ATXN10,6.750372357,7.071882394,6.660640887,6.847749959
GM4825,3.277184358,2.7629156,3.404896494,2.588962906
MIRLET7C-2,2.351746343,2.134644197,2.252487051,2.241897499
MIRLET7B,5.159210794,4.448837299,4.715695213,4.350308692
PPARA,2.88883488,2.473003512,4.292416376,2.10687521
TTC38,3.327466879,3.152746456,4.012620546,3.44480673
GTSE1,3.389004022,4.421390454,3.43372908,3.771057246
TRMU,2.637635827,3.275219605,2.753697113,2.534003252
GRAMD4,3.211081446,3.370442738,2.943939606,3.345805401
TBC1D22A,3.976588976,4.159037767,3.451084398,4.238517277
FAM19A5,2.732607373,2.700282909,2.573756772,2.165486328
ZDHHC25,2.427280691,2.162675127,2.087814429,1.892367467
CRELD2,5.281277255,5.34251231,6.087732769,5.696566492
PIM3,2.93861607,2.69367097,2.994519584,2.916733147
MOV10L1,1.897998145,1.845960622,2.273309466,2.100370657
PANX2,4.086528891,3.658392175,3.912202674,3.596069505
TRABD,3.142697874,3.627267863,3.286663722,3.89575934
1300018J18RIK,3.939202873,4.108632767,3.450252207,3.566897477
SAPS2,4.689793561,4.539057268,3.892092502,4.328675176
ADM2,2.582350354,2.735492391,3.456832101,2.73046253
MIOX,1.977156714,1.730995483,1.893039219,1.741356305
NCAPH2,3.900226422,4.446418537,4.17138457,4.546001784
KLHDC7B,1.816352188,1.738589847,1.796209017,1.726739414
CHKB,3.027992217,2.818169115,3.24572411,3.061520656
MAPK8IP2,2.185789943,2.637740496,2.33148847,2.385153401
SHANK3,3.601967055,3.357748255,2.919183398,3.215594589
ACR,3.459323003,2.305257297,2.690189811,2.606342753
ALG10B,4.339684413,4.635951792,4.586474542,4.518590813
