ID_REF,GSM3586432,GSM3586433,GSM3586434,GSM3586435
DNAJA1,5.952465509,5.165711388,6.192669681,5.453423358
SPINK4,2.957822439,3.088223418,3.153134388,2.940813559
CHMP5,6.084091103,6.610381893,6.081106466,7.03404059
NFX1,5.015117331,5.103936488,4.855027407,5.358738284
UBE2R2,5.962100135,6.702072343,6.801906439,6.281501686
UBAP1,3.871319724,4.98211796,3.934490558,5.626534288
NUDT2,3.890714502,4.051427221,4.270062709,4.648126377
1700066J24RIK,3.637159893,3.659542423,3.478694904,3.354196799
DNAIC1,2.128035976,2.117461141,2.353450256,2.09982687
GALT,5.475551967,5.664304503,5.389997958,5.167735447
IL11RA1,4.737068144,4.491365348,4.022601858,3.814517693
GM3893,4.96366182,5.274187106,3.973928396,3.284065743
CCL21A,7.669031282,7.449226049,7.704129778,6.175353487
CCL19,6.725167982,6.406810911,6.490180204,5.373823118
4933409K07RIK,6.828956283,6.532742073,4.04836531,4.422002005
GM13306,5.103884118,3.975636577,4.505401987,3.487329984
4930578G10RIK,2.201115483,2.259463642,1.781185443,1.443696485
N28178,2.927213707,2.670450087,2.675862085,2.557190032
DNAJB5,5.338202392,4.571267794,4.712379619,4.35107283
1700022I11RIK,1.644973084,1.443696485,1.468115688,1.618173077
UNC13B,3.604502481,2.571980786,2.784938331,2.784538826
4930417M19RIK,1.816592435,1.677792307,1.683030583,1.563809171
RUSC2,3.587395813,3.920469576,3.14961764,3.292446583
TESK1,4.64676543,5.321587132,4.28998775,4.578770596
CCDC107,5.524131432,4.512453022,4.609566292,4.140440599
CAR9,2.159035778,2.361647301,2.454703183,2.201130911
CREB3,4.67458557,5.804879469,4.818971491,5.810594634
RGP1,4.050749649,4.843670093,4.085843869,4.763075054
GM12472,2.322855633,1.730538371,1.717092509,1.880225813
NPR2,4.645058583,4.179656728,4.743350963,3.708153841
TMEM8B,2.780725938,2.66670149,2.928581682,2.608419871
HRCT1,3.941108832,3.936682006,3.867259948,3.803246008
5430416O09RIK,2.162860289,2.277277957,2.872606162,2.022805262
OLFR155,2.017947389,1.97684282,2.129840082,1.698539202
RECK,5.412855761,4.255627137,5.001928402,3.350947064
GLIPR2,4.428077026,4.947878715,3.933667583,5.747805556
CCIN,2.212317732,1.855586139,2.275010317,1.942728273
CLTA,5.220593014,5.899582756,4.49946463,5.481558258
MELK,2.9122807,4.114569112,3.160540059,3.840765318
ZCCHC7,5.932646218,5.336874218,5.944988339,5.811774981
GRHPR,3.358699328,3.722943229,3.279329368,3.415432377
1700055D18RIK,2.124411384,2.580861204,2.41626708,2.291498546
POLR1E,2.248287959,2.662033409,3.273054172,3.002716092
FRMPD1,2.227574865,2.112892224,2.136398324,2.072431883
RG9MTD3,4.298159025,4.128486806,4.12128341,3.800691164
EXOSC3,2.825184694,2.901671127,2.780325897,2.580095685
DCAF10,4.460688394,5.268496207,5.129933497,5.00934758
GM829,1.761393524,1.780652045,1.862065587,1.735926695
1300002K09RIK,2.622177495,2.51280064,2.8718023,2.473585282
ALDH1B1,3.281838051,2.729154108,2.579613286,2.693599949
E230008N13RIK,1.921522627,2.380346848,2.399031063,2.144859028
TDRD7,4.571775696,4.5870007,4.418196513,4.482436009
TSTD2,5.192716351,4.191843125,4.29641716,3.838866184
NCBP1,5.100281392,4.809327476,4.805877899,5.283298532
FOXE1,1.947588574,1.982913293,1.665408063,1.7731563
ANP32B,7.841944123,7.971218277,7.680029159,7.98244058
NANS,3.316172158,3.998767349,2.858297876,3.82586925
LOC641050,2.552631678,1.968768929,4.421378693,2.387048437
GALNT12,2.74943715,2.586884202,2.91324879,2.562234845
COL15A1,3.917993723,5.021147634,3.686683614,4.195488242
TGFBR1,5.146172196,5.173522433,4.255570309,6.073584102
NR4A3,2.920387947,2.798867217,3.031180359,2.859756781
STX17,4.985751591,4.912472715,4.87039077,5.154747247
INVS,4.514513911,4.044092573,3.874578363,3.4573698
5730528L13RIK,2.549672365,2.96133044,2.59908812,3.152338149
TMEFF1,3.094568477,2.44930536,2.905776246,2.911866751
MURC,2.543559999,2.270721522,2.308562682,2.252850677
E130309F12RIK,2.574761423,2.377460164,2.654734123,2.341446146
ZFP189,3.487155439,3.346026198,3.216358934,3.176712719
RNF20,4.795198146,5.063835824,4.688433928,5.717089792
CYLC2,2.254637126,1.872220023,1.996430253,2.096570691
GM12466,4.962482906,4.931232008,4.615169799,4.486859452
SMC2,4.115025715,5.455730404,4.827324082,5.389579211
4930547C10RIK,1.566471388,1.282778532,1.493816455,1.272148898
GM12482,1.780349195,1.593547708,1.478182221,1.514344899
OLFR275,2.571608752,2.216121081,2.392710988,2.037223317
OLFR270,2.325425963,1.434815639,2.128153884,2.062306318
NIPSNAP3A,2.388626881,1.618939649,2.003154736,1.754960616
NIPSNAP3B,4.289838889,4.485101565,4.033158377,4.866725628
SLC44A1,6.221112432,6.449188496,5.79770936,6.622310621
FSD1L,2.385420369,1.783762125,2.639978425,1.796540758
FKTN,2.02923017,2.105333905,2.693482125,2.324200343
TAL2,2.173826572,1.657616116,2.063702617,1.68385662
TMEM38B,2.943802565,2.872861348,3.064631541,3.596638693
ZFP462,5.15985877,4.801567012,4.980320681,4.693641976
RAD23B,6.366093043,6.620257709,5.679551808,7.012918999
GM12511,1.841829164,1.892656833,1.760749992,2.066575722
ACTL7B,1.98620932,2.010372662,1.996973945,1.958796421
ACTL7A,2.284464958,1.807299549,2.52018813,2.180436478
BC026590,4.898347635,4.822236401,4.189152344,4.694782134
PALM2,4.05283418,4.758452328,3.541883485,3.617109862
AKAP2,4.173134102,4.327186179,3.465352138,3.608678435
MUSK,2.405156863,1.944337174,2.658284961,2.050079032
ZKSCAN16,1.568917212,1.230760819,1.488403313,1.296029145
DNAJC25,5.069383797,5.074476044,5.267497876,4.873757203
GNG10,5.914397543,5.9529402,5.865202817,5.768265348
UGCG,4.435200927,5.20066474,4.666508187,5.471874739
ROD1,3.66628669,3.409378772,3.548268206,3.775100989
HSDL2,5.899010991,5.030585017,7.131599089,5.013375905
E130308A19RIK,3.776514306,3.608297317,3.893090078,3.570552266
SNX30,3.532875449,4.473256104,4.029932419,4.161768929
SLC31A2,4.701453602,5.15793115,5.20926642,5.810791401
SLC31A1,6.333745534,6.181335722,5.798892166,6.112500383
PRPF4,3.920059288,4.236280609,3.799853605,4.364517447
BSPRY,2.403884246,2.14211972,2.386971405,1.871298982
4933430I17RIK,2.088672346,1.605396469,2.50888228,2.249564827
RGS3,3.227610715,3.172331014,2.655203172,3.112838193
ZFP618,2.930385814,3.18819075,2.80863971,2.984066967
COL27A1,3.265704366,3.444966565,3.020463972,3.303782764
MIR455,4.052806934,3.745965898,4.112456229,3.973427891
ORM1,4.840403523,4.703791919,6.144361954,4.088876812
ORM3,2.430405009,2.074727888,2.291563954,2.502548575
ORM2,2.772519273,2.903032467,3.353047807,2.90781191
4933437N03RIK,3.743510154,3.439489682,3.850901453,4.078341616
6330416G13RIK,3.126465164,3.497650728,3.399300724,3.864036958
8030463A06RIK,1.542902966,1.737547206,2.255844033,1.905380842
PAPPA,2.864197095,3.771887876,2.93979201,4.719003597
TRIM32,5.409780269,5.048981235,5.169357809,4.450208414
TLR4,5.555336202,6.186513651,5.950465903,7.066448434
GM11222,2.649452165,3.005286064,1.723606611,2.147858239
GM11225,3.318213779,2.993045513,3.537996887,3.091673652
GM428,3.097054409,2.310941632,2.385611049,2.248387756
FRMD3,3.67557555,2.360525604,2.920991972,2.220182532
KDM4C,4.338146191,4.843598717,4.759644608,5.032970559
GM11263,5.725426324,5.756035512,6.963793291,5.744655915
TYRP1,2.836417857,2.762266965,2.680324429,2.622506731
D4BWG0951E,4.589354117,4.002581676,3.992529622,3.53687674
GM11412,1.757860575,1.74504847,1.740777769,1.753589873
SNAPC3,6.429700005,6.07757395,6.412823453,6.250156257
4930473A06RIK,2.392723634,2.416724686,2.424733421,2.168170391
CNTLN,4.426268491,4.078651585,4.06753718,3.762766383
SH3GL2,2.864805641,2.552672543,3.198175579,2.417065482
ADAMTSL1,5.135165113,4.95288334,4.807146031,4.293315457
RRAGA,6.357227871,6.19747199,6.273208899,6.104550308
DENND4C,5.700843596,5.618926264,5.42202622,5.511839166
ACER2,4.054443802,3.638675731,4.292746071,5.074184726
BC057079,3.492808689,3.696960544,3.540370958,3.682255486
MIR491,1.690062837,1.587269015,1.846916003,1.683120282
KLHL9,4.918489955,5.202703881,4.605895992,5.18811805
GM13271,3.452177539,2.991316133,3.258032178,3.238441737
IFNZ,3.586225267,3.230460039,3.573993845,3.338496171
IFNA7,3.536784268,3.346767499,3.426112925,3.588511548
IFNA11,1.846508315,1.818622649,2.00146897,1.89225175
IFNA6,3.076028561,2.559918451,2.594606491,2.617660159
IFNA5,4.075796118,4.008339437,3.70871333,3.848530078
IFNA4,1.649477443,1.518466866,1.570332448,1.492269847
IFNA1,2.834523799,2.688228841,2.7509221,2.938048065
MTAP,3.690206904,3.908948421,3.800346871,4.007610601
GM12605,4.82859682,3.998411069,4.419848735,4.006931382
DMRTA1,1.642627035,1.438322586,1.661877021,1.51919578
ZFP352,2.014295755,1.868853304,2.170927792,2.137251256
GM12643,3.900052523,4.116100437,4.769119971,4.405836529
GM10306,1.717284121,1.354024968,2.174219462,1.417483957
IFT74,5.040986605,4.090625435,4.345808319,4.148397129
TEK,6.138433023,4.43805566,4.899868101,4.771952123
FGGY,2.555851411,2.288013522,2.462850303,2.402646263
HOOK1,2.976823789,1.856869741,4.37157665,1.856869741
NFIA,7.705817308,7.524214129,7.517721822,6.60140533
0610025J13RIK,2.277866871,2.669222551,3.313924911,2.610599101
INADL,2.195003829,2.21829766,2.241052103,2.208788262
L1TD1,1.7272994,1.883299637,2.164539362,1.622514128
USP1,4.641547388,4.864229164,4.949082094,4.95641065
ANGPTL3,2.361867174,2.015789351,2.051171508,2.061947731
ATG4C,3.282754299,3.378852102,3.287330018,3.321624351
GM10305,2.351571446,2.17364703,2.36871631,2.457081304
GM12689,3.080599415,4.218392273,2.89129229,4.172552376
FOXD3,4.201465415,3.61182522,4.384355964,3.232989396
ALG6,2.688536856,2.686008912,2.803953285,2.369076369
EFCAB7,3.309930571,3.011867147,4.042580865,3.850658537
PGM2,3.769251674,4.36476276,4.048212855,5.603961448
ROR1,3.723210681,3.857882021,3.24307723,3.597113361
UBE2U,1.62057767,1.479541546,1.726647826,1.444747455
CACHD1,4.175612775,4.30980893,4.166373458,3.88448834
RAVER2,2.855442348,3.017591786,2.697743228,2.189822347
DNAJC6,2.806246959,2.509537145,3.154749551,2.410388489
LEPROT,7.143806218,6.561425298,6.232042854,6.630433357
LEPR,5.264039382,2.763963937,4.26481321,2.534531977
GM12794,1.975655521,1.56116811,1.79199733,1.309494095
PDE4B,4.024889667,3.80566627,4.26162676,4.27977588
SGIP1,5.502530872,3.290600154,4.62497211,3.056371471
TCTEX1D1,2.441902751,2.385153401,2.762979589,2.229966171
MIER1,5.165709191,5.042487322,4.669018189,5.275476205
OMA1,4.140947227,4.005477532,4.298473161,4.2211521
GM10304,1.719177844,1.795381966,1.923672238,1.795381966
DAB1,2.412464924,1.918173686,2.117348342,1.890775933
AY512949,2.31140158,2.400103137,2.561937393,2.068320686
C8B,2.454599005,2.125455272,2.187222655,2.123271672
1700024P16RIK,2.093132496,2.03122577,2.036052706,1.784679306
PPAP2B,7.178353315,6.710223346,6.366068625,6.359992107
USP24,5.875409526,5.476633328,5.827390486,5.541724127
DHCR24,5.098679723,5.18339371,4.231576783,6.284353802
TTC22,1.916276631,1.82722273,1.928588856,1.609714425
PARS2,2.458183856,2.240679935,2.594898497,1.947823889
ACOT11,2.388609674,2.337742329,2.553571204,2.276013373
SSBP3,5.29752217,5.545297872,4.727197839,5.363300283
CYB5RL,2.216747202,2.029962809,2.380555801,2.086627776
CDCP2,2.057760876,1.872043591,2.18489967,2.082486877
TMEM59,6.385666221,6.819995134,6.716008955,6.524341035
LDLRAD1,3.15781523,2.887981287,2.883650682,3.043105519
HSPB11,6.340688994,5.075859252,5.777697711,4.788169723
YIPF1,4.326613959,5.021797322,3.959001115,4.776691744
TMEM48,3.675942481,4.383358015,3.70531406,4.42225465
GLIS1,3.383925661,3.292646147,3.416821619,3.125226065
LRP8,2.814728664,3.211858224,3.061132562,4.040579874
MAGOH,6.870781627,6.358974667,6.7943413,6.755482275
0610037L13RIK,5.079668093,5.983293429,4.753564278,5.835341735
SLC1A7,2.466597941,2.582491924,2.569900032,2.430563761
ECHDC2,3.550626329,3.390899411,4.134696745,3.440877811
2010305A19RIK,2.211585646,2.636168604,2.864841764,2.605944208
ZCCHC11,5.804787146,5.634824899,6.36923952,5.541041147
ORC1L,2.631978807,3.230014331,3.166913431,3.306276829
CC2D1B,4.265771915,4.426961044,4.231995044,4.545526774
TXNDC12,4.915180634,5.507344222,4.700404853,5.271837521
KTI12,5.071391176,4.699593338,5.311306804,4.998833422
RAB3B,4.330789925,2.982588161,3.705280653,1.891182219
NRD1,7.33918299,7.296086096,7.404704401,7.516571247
CALR4,1.997335958,2.095887836,2.243761052,2.465918714
EPS15,6.453935188,6.904598439,6.516950025,6.687874555
TTC39A,2.359314511,2.407435143,2.182732294,2.265410062
FAF1,5.142031917,4.950590224,5.063382716,5.203760314
DMRTA2,2.334330465,2.218975368,2.297165695,1.860808406
AGBL4,1.902939864,1.717493911,2.0517427,2.100089329
BEND5,4.438617373,3.144122388,3.892054411,2.891974475
SPATA6,4.395057573,4.702337509,4.800165656,4.509722169
SKINT7,2.254732015,2.004977511,2.172084606,1.861788887
SKINT4,1.410223322,1.420508501,1.27778318,1.310887351
SKINT3,1.813068179,1.663716262,1.850169015,1.450524481
SKINT2,1.147862091,1.133276953,1.268026059,1.108232156
SKINT11,1.083761849,1.620778079,1.299884206,1.35644241
GM12824,4.584749221,5.300769709,3.526572722,3.988833971
GM12830,1.852632643,1.805261616,2.237915887,1.554046013
STIL,1.687105688,3.304578134,2.51432222,2.944382851
TAL1,4.403740384,3.944831752,4.288757074,4.342974692
PDZK1IP1,3.215071717,2.695684031,3.055499574,4.405148649
CYP4A12A,1.499495906,1.395815894,1.983012261,1.24865925
CYP4A12B,1.864225294,1.212715915,1.7617882,1.234827055
CYP4A10,1.7602932,1.781662926,1.360902798,1.567321577
CYP4A31,1.524751099,1.006733063,2.356695095,1.260358211
CYP4A32,2.088254248,1.660194835,1.833198662,1.784086996
4732418C07RIK,7.255304751,6.607283556,7.118722997,6.711687117
MOBKL2C,3.167029149,3.041154682,2.552392129,2.84873479
MKNK1,4.691576262,5.343239631,4.450822337,5.393772079
KNCN,3.171363947,3.35580539,3.242966021,3.332735567
6430628N08RIK,2.676652451,1.986381105,2.302603849,1.92299011
LRRC41,3.586657529,4.351767222,3.236967503,4.201291233
POMGNT1,3.352493748,3.943775127,3.349402562,3.652128112
PIK3R3,3.871413721,3.960847044,3.645058455,3.175844547
GM12950,3.254103293,1.902288451,1.64247563,2.197590083
IPP,2.894212428,2.600470504,2.217055407,3.120117763
GPBP1L1,5.05974752,5.10100718,4.806869273,5.508575442
CCDC17,2.40188378,2.217564919,2.70243117,2.82058946
CCDC163,2.828182976,3.860576729,2.662096803,3.351504706
TESK2,3.308096864,3.262387192,2.914296629,3.077710939
MUTYH,2.985948917,2.869291504,3.248953739,2.672828122
ZSWIM5,2.180949952,2.262790101,2.365244057,2.104588154
HECTD3,3.122679002,3.316118761,3.168786894,3.262577915
EIF2B3,4.348486227,4.197749503,4.192680232,4.212799597
PTCH2,2.526018909,2.6683777,2.827142922,2.510935164
TCTEX1D4,2.865652314,3.254986188,2.520718482,3.262032184
GM13015,5.01013762,6.463272219,5.869437677,6.320969243
TMEM53,3.764785054,3.30491293,3.90723104,2.45958503
ERI3,4.238234044,4.797853712,4.1082906,4.671225893
SLC6A9,3.363367637,3.225196861,2.9835897,2.995719265
HYI,4.307411253,4.132979503,3.706903021,3.673341895
MED8,4.396589422,4.839312368,4.507807071,5.190770492
ELOVL1,6.384961577,7.516278453,5.83226078,7.653732651
2610528J11RIK,2.345170869,1.651195578,1.866275845,2.181883859
EBNA1BP2,4.704680666,5.044892779,4.669249066,5.495067305
OLFR62,2.251306208,2.013495327,1.908056564,1.969742035
OLFR1341,2.335704983,2.497482532,2.606886212,2.077905281
OLFR1340,2.634226726,2.578094627,2.819168274,2.703132731
OLFR1339,2.517725063,2.197998577,2.53142505,2.017454204
OLFR1331,1.692402887,1.766076603,1.964593021,1.484904474
OLFR1330,1.80866742,1.396474262,1.642926702,1.272072351
LAO1,2.595782313,2.248804749,2.511285259,2.222861584
SLC2A1,4.412517877,5.399001222,4.415280334,7.197132279
CCDC23,6.213610927,5.220026005,5.057572035,4.98466799
LEPRE1,4.27558835,5.893744992,3.245977728,5.066510483
CLDN19,3.739890381,3.071674511,3.428431569,2.861455391
ZMYND12,2.161912087,1.797635922,2.024857899,1.923357774
FOXJ3,6.380647698,5.76708538,5.904898431,5.647582181
GUCA2A,2.561393527,2.564927633,2.454703183,2.416986648
HIVEP3,3.051096124,2.842026991,2.997272129,2.534475585
EDN2,2.416695313,2.401017894,2.34570411,2.422255406
SCMH1,5.392622905,4.66583848,4.627087395,3.920831057
SLFNL1,2.989755329,2.632932256,2.790586597,2.513609687
CITED4,2.685167605,2.74351597,3.360727114,2.569625128
RIMS3,3.172837543,2.782017627,2.768117167,2.62880462
COL9A2,3.621819431,3.540032767,3.322945927,3.524514976
9530002B09RIK,1.485701802,1.573458375,2.060360948,1.497676109
PPT1,5.690071942,6.373079147,5.400720376,6.375524591
MYCL1,2.952850382,2.965677376,3.153722226,2.896602942
TRIT1,3.010373308,3.520068233,4.385209791,3.347514138
BMP8B,3.162053621,2.66352708,3.415664173,2.784798667
OXCT2B,1.930614401,1.869837096,1.968425237,1.826575116
HPCAL4,2.292592059,2.037149604,2.315029016,1.880948444
NT5C1A,2.14143044,1.726643232,1.494532657,1.611951619
HEYL,3.916990574,4.113828438,3.587797102,3.56532831
RHBDL2,1.955145722,2.465182806,2.026061108,2.210464069
4933427I04RIK,2.883949752,1.946843128,3.545033407,2.46638828
MYCBP,6.268504729,6.294143423,6.991326527,6.616157374
RRAGC,4.929519629,5.044859952,4.682754747,4.831019123
4933407E24RIK,2.250560491,2.024589666,2.124556309,1.949460124
POU3F1,3.013360835,3.211666719,2.518809445,3.669045457
FHL3,3.963318684,5.408795651,3.68726572,5.393255774
SF3A3,5.809808624,5.640877729,5.53335407,5.865158537
MIR697,2.32583073,2.343400647,2.085222409,2.347089647
INPP5B,4.160053057,4.400825474,3.404148799,4.208419031
MTF1,5.564761819,5.013606445,4.894278176,5.151747813
YRDC,3.91864215,3.942062361,4.078851637,3.998344855
EPHA10,3.763003941,3.247599401,3.689052626,3.137237435
9930104L06RIK,2.212834923,2.722656599,2.125669626,2.704196273
RSPO1,4.324631171,4.176579952,4.090279369,3.447712452
GNL2,5.909004117,5.47008905,5.467503409,5.888197485
SNIP1,4.262187911,4.185209778,4.143452596,4.066474463
MEAF6,4.431891537,5.048431958,4.227220506,4.519012886
GRIK3,2.385109794,2.368218784,2.104160623,2.489309239
CSF3R,3.692856041,5.524097705,4.065531245,8.605798019
MRPS15,6.407828052,6.426589099,6.972246282,6.064371303
OSCP1,3.035442578,3.026923702,2.916860025,3.080360048
LSM10,4.063898339,4.956856506,4.34761904,4.996738065
STK40,4.155971765,3.823991137,3.945725419,4.581739698
FAM176B,3.608138246,3.859517043,3.798175543,3.863071695
TRAPPC3,5.266179038,6.354949689,5.061001468,6.482732035
COL8A2,2.229612893,2.196076354,2.698354511,2.374382158
TEKT2,2.642245614,2.793057026,2.45238741,2.551793411
CLSPN,3.013734859,3.813979756,3.075501492,3.810826009
5730409E04RIK,3.956409475,3.531541976,3.513136235,3.511680163
PSMB2,6.073424429,7.522259348,5.843936501,7.708423732
AU040320,4.29039789,4.266444697,3.926027589,3.956986459
SFPQ,7.407044739,7.531941966,7.410132453,7.812821557
ZMYM6,2.816685889,3.148340429,3.309304492,2.859234214
GM12942,3.441229675,3.229591438,3.598855668,3.200580763
DLGAP3,3.515361627,3.468195242,3.539226363,3.470476433
BC003266,4.397632944,4.618672537,4.554957407,4.799439296
CSMD2,2.368958588,2.083561654,2.342007073,2.161394165
PHC2,4.626889834,4.296775596,4.354964278,4.377277697
A3GALT2,2.81158497,2.292843322,3.437793586,2.332106581
TRIM62,3.416229079,3.397292753,3.021658989,2.693369868
AK2,4.014088715,5.211434716,4.893155972,5.40808591
RNF19B,4.61349197,5.040708833,4.51780956,6.003702418
TMEM54,2.287830606,1.770752963,2.261393204,2.072003707
FNDC5,2.808695157,2.476851079,2.831979601,2.664495859
YARS,3.284632414,4.186384966,3.104517732,4.150563004
SYNC,4.517823963,4.373758241,4.324030527,3.254712794
ZBTB8OS,6.18405372,5.35779366,6.184315652,5.567765546
BSDC1,5.629621423,5.64437479,4.993624857,6.16908565
MARCKSL1,6.465712907,6.624019554,7.084877055,6.651611447
2510006D16RIK,5.698990482,6.542687724,5.500086969,6.421632967
PTP4A2,7.266908011,7.350161447,7.367120558,7.20480939
SPOCD1,2.116592515,1.981430466,1.993389107,1.995091312
BAI2,2.853481197,2.587804434,2.666781791,2.717308512
COL16A1,3.365611591,3.519255132,3.160294493,3.091580019
PEF1,3.261172742,3.83186569,3.420455798,4.255067823
PUM1,5.283253907,5.194678154,4.764083651,5.278440754
SNORD85,2.093674981,1.863922552,1.80170489,2.076055135
SDC3,4.24167587,5.154039248,4.208584269,4.420090369
LAPTM5,5.642689901,8.464853577,6.264450073,8.692973015
MATN1,1.778987933,1.791882668,1.910747192,1.917192762
MECR,3.269851956,3.776046781,4.122415298,3.780585427
SFRS4,5.688998721,5.684212624,5.202003823,5.703227996
TMEM200B,2.266858626,2.437956879,2.317045609,2.103252575
TAF12,5.23150053,5.452557404,5.152125462,5.826181634
SNORA16A,1.772281242,1.748050241,2.113431737,1.698363392
SNORA44,3.318808661,4.086373518,5.342543342,4.78864659
SNORA61,4.734941191,5.046399875,4.840508982,5.071714891
DNAJC8,7.234383896,6.863303124,6.572820081,7.111355845
PTAFR,3.109978818,4.920622964,2.643951115,5.835818991
EYA3,4.842556236,5.113150792,4.632569992,5.26884554
RPA2,3.524529259,4.169249502,3.62570837,4.166745633
GM13033,2.687786257,2.675088878,2.470204084,2.835380298
FGR,3.332546879,4.456583464,3.690385219,6.521306006
AHDC1,4.563059096,4.593380512,3.549909951,3.850294402
GM10151,4.590663299,4.330631455,4.781781303,4.35138927
GM3579,6.440745376,6.83611304,6.604806218,6.555247629
WASF2,7.738181902,7.845835398,6.970781455,7.750402771
CD164L2,3.323077159,3.131330715,3.189006706,3.11073163
MAP3K6,4.652507231,3.863021548,3.881327518,4.186965347
SLC9A1,4.652364569,5.22093635,4.512238574,4.940906996
FAM46B,4.04253199,3.915746481,4.06342344,3.738697218
1810019J16RIK,2.561518312,2.269445399,2.4510556,2.434036395
NR0B2,2.164614777,1.820703735,2.012130961,1.694071893
GPATCH3,3.019236922,3.048531035,3.071611966,3.016912295
GPN2,3.683581601,4.246548843,4.492963859,4.35882763
LIN28A,2.085896507,1.782165453,2.147856575,3.127408967
AIM1L,2.001416925,1.808168759,2.130765924,1.718901678
UBXN11,2.146243997,1.974391422,2.135774576,2.137087122
TRIM63,1.957193531,2.139327215,2.173360957,1.941424779
SLC30A2,1.826436706,1.985395642,2.563687029,1.970542574
GM5589,3.312745797,3.67310215,3.169616351,3.533995562
PAFAH2,2.355901208,2.479091606,2.084260748,2.2944897
STMN1,6.673180638,7.279462134,5.705871697,6.134184887
PAQR7,3.558871132,3.15089216,3.860453188,3.286975332
2610002D18RIK,2.916336898,3.034529838,2.578901476,3.438696378
RHD,1.717092509,2.327036104,2.537513032,2.364725603
D4WSU53E,7.234316827,7.541584731,7.817134685,7.304248992
SYF2,5.581464833,5.631706458,5.542363779,6.38391716
RUNX3,3.840558714,4.587159834,4.159763424,5.370079708
4930555I21RIK,2.489853999,1.876851268,1.877140946,2.163347584
1700029M20RIK,2.230528501,1.949531761,2.173041192,2.049325698
IL28RA,2.86073713,2.415232545,2.448661313,2.902173562
IL22RA1,2.219735136,2.15510586,2.206171894,2.152538416
9130219A07RIK,2.809976226,2.913189473,2.769418778,2.852242196
MYOM3,2.770998492,2.504411722,2.51966495,2.523461486
CNR2,2.519922234,3.039403097,3.771260681,4.053214656
FUCA1,6.466867469,6.755571761,6.573810433,6.485614611
HMGCL,3.238683697,3.928040984,3.607584574,4.629322654
GALE,2.756932628,2.801209861,2.674615882,2.553241214
ID3,5.489233608,6.541530971,5.67842006,5.80097165
E2F2,3.468094906,2.547968776,3.158107022,3.60386627
ASAP3,3.707532885,4.463067199,3.846930582,3.825252031
TCEA3,5.500365808,4.418516263,4.202133827,3.255276514
ZFP46,3.241643029,3.05674546,3.696900125,3.057239928
HNRNPR,4.893676132,4.45977858,4.842065198,4.436117085
HTR1D,2.284070766,2.103877652,2.381351484,2.171807807
6030445D17RIK,2.314096385,2.213636578,2.898234749,1.817548937
LUZP1,6.172008415,6.028361208,5.760704639,5.968118758
4930549C01RIK,3.15976224,2.648686244,2.757129283,2.604394884
LACTBL1,2.815902228,2.589456982,2.880854036,2.546776909
WNT4,2.324681629,2.632035411,2.563817416,2.591771015
1700013G24RIK,2.430364568,2.033887935,2.228915432,2.18241819
HSPG2,5.608039134,6.662083646,4.700761483,5.493137277
USP48,5.568858054,5.871132588,5.65573589,5.723310853
RAP1GAP,2.916693047,2.919973464,3.343886861,2.766097551
ECE1,6.794094306,6.294782049,5.824206715,6.297030819
EIF4G3,5.818734375,6.176196468,5.884604186,6.128206475
HP1BP3,6.531546287,6.740329484,6.192387745,6.487852901
SH2D5,3.267809093,3.166626432,3.096642518,3.171158002
KIF17,2.017782472,2.375542539,2.349321383,2.260458897
DDOST,4.886059704,6.29858542,5.06469521,5.733268102
AB041806,2.023692801,2.232599944,2.272726569,1.948323156
MUL1,3.23547021,3.166893865,3.566731712,3.139133007
CAMK2N1,6.046993667,4.444496969,5.166273523,4.648699518
PLA2G2C,2.519271302,2.208438109,3.187114397,2.216255052
PLA2G2D,4.226684658,3.71389188,4.285397104,3.359449617
PLA2G2A,2.093559759,1.778507243,2.086317524,1.886406744
PLA2G2E,3.627876127,3.739273583,3.632512954,3.701782671
RNF186,1.934073769,1.95271414,2.055333082,1.895906894
TMCO4,3.575927031,3.219513811,3.876126946,3.394658396
CAPZB,6.803988895,7.54971829,6.812268384,7.539046825
AKR7A5,3.548807467,3.491124734,3.690288272,3.035365611
UBR4,4.839274232,4.959235341,4.576034245,5.190437949
IFFO2,2.725560891,3.856503411,2.337503786,3.350130492
ALDH4A1,2.727583899,2.633653149,2.711742245,2.453586019
TAS1R2,3.218906197,2.782920657,2.947831243,2.531900416
RCC2,3.916197206,4.11516444,3.841145509,3.974853704
PADI2,2.250622052,2.72154931,3.148374965,2.495208911
SDHB,7.019266503,7.154901707,7.827345211,6.698487752
ATP13A2,3.487968004,4.894152573,3.258732132,4.32014841
MFAP2,4.159528432,5.382234203,3.990785336,3.774779707
SPATA21,2.652374898,2.687166606,2.922022756,2.580108536
D4ERTD22E,3.607211031,4.068754298,3.508318729,4.191543766
FBXO42,3.618464492,3.495741099,3.321783486,4.010738058
6330545A04RIK,2.584577359,2.039483248,2.391003139,2.237957953
ARHGEF19,2.786457269,2.375261066,2.673021756,2.51505465
EPHA2,3.457802318,2.914124522,2.796397865,3.14383888
FAM131C,2.645753062,2.240822709,2.606198277,2.175439372
HSPB7,5.206128096,6.105631544,4.717867913,5.328493587
ZBTB17,3.246527108,3.280101941,3.128276325,3.346800037
B330016D10RIK,2.511352249,1.788322103,2.32623133,1.901485968
TMEM82,5.028058932,4.810142566,4.759884491,4.480920299
AGMAT,2.794362408,2.725222051,3.213455581,2.258115111
